,show_id,type_x,title,director,cast,country,date_added,release_year_x,rating,duration,listed_in,description_x,id,type_y,description_y,release_year_y,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
640,s1004,TV Show,Zero,,"Giuseppe Dave Seke, Haroun Fall, Beatrice Grannò, Dylan Magon, Daniela Scattolin, Madior Fall, Virgina Diop",Italy,"April 21, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas","A shy teen with the power to turn invisible must get it under control to help defend his neighborhood, putting aside the pursuit of his artistic dream.",tm365824,MOVIE,"Short in stature but big on love, a bachelor meets two very different women who broaden his horizons and help him find purpose in life.",2018,,180,"['romance', 'drama', 'comedy', 'scifi', 'thriller', 'fantasy', 'european']",['IN'],,tt9082316,5.2,27346.0,6.89,5.3
641,s1004,TV Show,Zero,,"Giuseppe Dave Seke, Haroun Fall, Beatrice Grannò, Dylan Magon, Daniela Scattolin, Madior Fall, Virgina Diop",Italy,"April 21, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas","A shy teen with the power to turn invisible must get it under control to help defend his neighborhood, putting aside the pursuit of his artistic dream.",ts282155,SHOW,A teenager who can make herself invisible is used by an idiot to take control of the neighborhood and then meets a mysterious art student.,2021,TV-MA,24,"['scifi', 'action', 'comedy', 'drama', 'fantasy']",['IT'],1.0,tt10619486,5.6,1302.0,6.765,7.6
642,s1005,TV Show,Izzy's Koala World,,"Izzy Bee, Ali Bee, Tim Bee",Australia,"April 20, 2021",2021,TV-Y,2 Seasons,Kids' TV,Young koala caretaker Izzy Bee and her family rescue cuddly creatures in need and help them head back into the wild on Australia’s Magnetic Island.,ts253549,SHOW,Young koala caretaker Izzy Bee and her family rescue cuddly creatures in need and help them head back into the wild on Australia’s Magnetic Island.,2020,,16,"['documentation', 'family']",['AU'],2.0,,,,2.184,10.0
643,s1010,Movie,Rudra: Secret of the Black Moon,"Akshay Sanjeev Chavan, Sumit Das","Shailendra Pandey, Vinod Kulkarni, Rohan, Mukesh Pandey, Bhakti Shalini, Ghanshyam Shukla, Pankaj Kalra, Kanchan, Sanchit Wartak, Ajay Singhal",,"April 20, 2021",2020,TV-Y7,87 min,Children & Family Movies,"Kid magician Rudra sets out to save Earth from the demon of Black Moon planet, but can he get the job done if his spells don’t work on enemy territory?",tm1080554,MOVIE,"Kid magician Rudra sets out to save Earth from the demon of Black Moon planet, but can he get the job done if his spells don't work on enemy territory?",2020,,87,[],[],,,,,0.6,
644,s1012,Movie,Free to Play,,,United States,"April 19, 2021",2014,TV-14,76 min,Documentaries,This documentary follows three professional video game players as they compete in an international tournament with a million-dollar prize.,tm151860,MOVIE,"Follow three professional video game players as they overcome personal adversity, family pressures, and the realities of life to compete in a $1,000,000 tournament that could change their lives forever.",2014,,75,"['documentation', 'action']","['US', 'CN', 'DE', 'SG', 'UA']",,tt3203290,7.6,13341.0,5.11,7.0
645,s1015,TV Show,PJ Masks,,"Jacob Ewaniuk, Kyle Breitkopf, Addison Holley","France, United Kingdom","April 19, 2021",2019,TV-Y,3 Seasons,Kids' TV,"Three 6-year-old kids who live normal lives during the day become superheroes at night, fighting crime as a team known as PJ Masks.",ts42687,SHOW,"Connor, Greg and Amaya are normal kids by day, but at night they activate their bracelets, which link into their pajamas and give them fantastic super powers, turning them into their alternate identities: The PJ Masks. The team consists of Catboy (Connor), Gekko (Greg) and Owelette (Amaya). Together, they go on adventures, solve mysteries, and learn valuable lessons.",2015,TV-G,15,"['family', 'animation', 'scifi', 'action', 'fantasy', 'european']",['GB'],5.0,tt4148744,5.4,1268.0,42.328,5.0
646,s1017,Movie,Delhi Belly,Abhinay Deo,"Imran Khan, Vir Das, Kunaal Roy Kapur, Poorna Jagannathan, Shenaz Treasury, Vijay Raaz, Paresh Ganatra, Rahul Singh",India,"April 17, 2021",2011,TV-MA,101 min,"Action & Adventure, Comedies, International Movies","Three flatmates get involved in the shady business belonging to one roomie's fiancé, and discover that a global crime syndicate is gunning for them.",tm177258,MOVIE,"Three unsuspecting, average guys find themselves on the hit list of one of India's most-powerful crime syndicates.",2011,,102,"['comedy', 'action', 'crime', 'thriller']",['IN'],,tt1934231,7.5,29927.0,6.638,7.0
647,s1019,Movie,Jaane Tu... Ya Jaane Na,Abbas Tyrewala,"Imran Khan, Genelia D'Souza, Manjari Fadnis, Ayaz Khan, Prateik Babbar, Ratna Pathak Shah, Arbaaz Khan, Sohail Khan",India,"April 17, 2021",2008,TV-14,147 min,"Comedies, International Movies, Music & Musicals",Soft-spoken Jai and spitfire beauty Aditi couldn't be more different – but their family and friends know that they're a perfect match.,tm39557,MOVIE,Two best friends being convinced that they are not in love search for each other's love.,2008,,146,"['drama', 'comedy', 'romance']",['IN'],,tt0473367,7.4,26894.0,7.196,6.8
648,s1021,Movie,Madness in the Desert,Satyajit Bhatkal,"Aamir Khan, Ashutosh Gowariker",India,"April 17, 2021",2004,TV-14,141 min,"Documentaries, International Movies","The story of making ""Lagaan,"" one of the millennium's seminal Indian films, is told from the point of view of production team member Satyajit Bhatkal.",tm368679,MOVIE,"The story of making ""Lagaan,"" one of the millennium's seminal Indian films, is told from the point of view of production team member Satyajit Bhatkal.",2004,,141,['documentation'],['IN'],,tt0417528,8.4,379.0,1.948,7.0
649,s1022,Movie,Peepli Live,"Anusha Rizvi, Mahmood Farooqui","Omkar Das Manikpuri, Raghuvir Yadav, Malaika Shenoy, Nawazuddin Siddiqui, Naseeruddin Shah, Sitaram Panchal, Shalini Vatsa, Farrukh Jaffar, Aamir Bashir, Vishal Om Prakash",India,"April 17, 2021",2010,TV-MA,109 min,"Comedies, Dramas, Independent Movies",Two indigent farmers consider suicide so that their families can collect a government subsidy that's paid to the relatives of deceased farmers.,tm102848,MOVIE,"Natha decides to commit suicide to get the farmers' compensation. However, the media and politicians learn about his intentions and descend on their village to capture the rare event.",2010,PG,104,"['drama', 'comedy']",['IN'],,tt1447508,7.4,12309.0,3.404,7.3
650,s1024,Movie,Ajeeb Daastaans,"Shashank Khaitan, Raj Mehta, Neeraj Ghaywan, Kayoze Irani","Fatima Sana Shaikh, Jaideep Ahlawat, Armaan Ralhan, Nushrat Bharucha, Abhishek Banerjee, Inayat Verma, Konkona Sen Sharma, Aditi Rao Hydari, Shefali Shah, Manav Kaul, Tota Roy Chowdhury",India,"April 16, 2021",2021,TV-MA,142 min,"Dramas, Independent Movies, International Movies",Four shorts explore the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering under fractured relationships.,tm1025318,MOVIE,Four shorts explore the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering under fractured relationships.,2021,,142,"['drama', 'romance']",['IN'],,tt14091818,6.7,5743.0,5.751,6.8
651,s1025,Movie,Arlo the Alligator Boy,Ryan Crego,"Michael J. Woodard, Mary Lambert, Brett Gelman, Jonathan Van Ness, Tony Hale, Haley Tju, Annie Potts, Vincent Rodriguez III, Flea, Jennifer Coolidge",United States,"April 16, 2021",2021,TV-Y7,93 min,"Children & Family Movies, Comedies, Music & Musicals","To find the father he never knew, optimistic Arlo leaves his swampy Southern home for New York City, making friends along the way. A musical adventure.",tm1006127,MOVIE,"A young humanoid alligator travels to the big city in hopes of reuniting with his estranged father, meeting a colorful cast of characters along the way.",2021,,90,"['animation', 'comedy', 'family']",['US'],,tt13454122,6.4,1105.0,17.89,6.9
652,s1027,Movie,Barbie & Chelsea: The Lost Birthday,Cassi Simonds,"America Young, Cassidy Naber, Kirsten Day, Cassandra Morris, Lisa Fuson, Greg Chun, Benjamin Pronsky, Laila Berzins, Nakia Burrise, Jacob Craner",United States,"April 16, 2021",2021,TV-Y,60 min,Children & Family Movies,"When Barbie’s sister Chelsea thinks her birthday has been skipped, she hunts for a magic gem on a jungle island that will grant her wish to get it back.",tm1031448,MOVIE,"Enjoy high-sea thrills as Barbie, Chelsea and the rest of the Roberts family set sail on an adventure cruise.  ""Barbie & Chelsea The Lost Birthday"" tells the story of Chelsea, Barbie’s precocious youngest sister, and the rest of the Roberts family as they set sail on an adventure cruise for her seventh birthday. When they cross the International Date Line, Chelsea discovers her actual birthday has been lost and she embarks on a fantastical journey through an enchanted jungle island in order to save it.",2021,,60,['animation'],['US'],,tt14317062,,,69.565,7.1
653,s1028,Movie,Crimson Peak,Guillermo del Toro,"Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam, Jim Beaver, Burn Gorman, Leslie Hope, Doug Jones, Jonathan Hyde, Bruce Gray","Canada, United States, Mexico","April 16, 2021",2015,R,119 min,"Horror Movies, Romantic Movies, Sci-Fi & Fantasy","After marrying a mysterious British aristocrat, a young heiress moves into his crumbling, creepy ancestral home and finds it conceals sinister secrets.",tm137693,MOVIE,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds… and remembers.",2015,R,119,"['horror', 'thriller', 'romance', 'fantasy', 'drama']",['US'],,tt2554274,6.5,146073.0,27.654,6.64
654,s1029,Movie,Dad Stop Embarrassing Me - The Afterparty,,"David Spade, London Hughes, Fortune Feimster, Jamie Foxx, David Alan Grier, Kyla-Drew, Porscha Coleman, Jonathan Kite, Corinne Foxx",,"April 16, 2021",2021,TV-14,37 min,Comedies,"Jamie Foxx, David Alan Grier and more from the cast of the family comedy discuss the show, humiliating family moments, bad BBQ dishes and sitcom openings.",tm1035612,MOVIE,"Jamie Foxx, David Alan Grier and more from the cast of the family comedy discuss the show, humiliating family moments, bad BBQ dishes and sitcom openings.",2021,PG-13,37,[],['US'],,,,,1.296,10.0
655,s1030,Movie,Doctor Bello,Tony Abulu,"Isaiah Washington, Vivica A. Fox, Jimmy Jean-Louis, Genevieve Nnaji, Stephanie Okereke, Justus Esiri, Ebbe Bassey, Jon Freda, Evan Brinkman",United States,"April 16, 2021",2013,TV-MA,96 min,"Dramas, International Movies",A troubled doctor sets out to save the life of a miracle worker who cured his cancer patient using an unprecedented and mysterious remedy.,tm176553,MOVIE,"Cancer specialist Dr. Michael Durant forms an unlikely bond with seven year old Sam and becomes desperate, willing to risk anything to save the child’s life. A surreptitious Nigerian Nurse convinces him to seek the help of Dr. Bello, an uncertified Nigerian Doctor, known in the Brooklyn-African underground as a miracle worker.",2013,,95,"['drama', 'action']","['NG', 'US']",,tt2723358,4.8,54.0,1.802,6.0
656,s1031,Movie,Four Sisters Before the Wedding,Mae Czarina Cruz,"Alexa Ilacad, Charlie Dizon, Gillian Vicencio, Belle Mariano, Dominic Ochoa, Carmina Villaroel, Irma Adlawan, Kakai Bautista, Cai Cortez, Jameson Blake, Joao Constancia, Jeremiah Lisbo, Clarence Delgado, Pinky Amador, Minnie Aguilar, Gigi De Lana, Toni Gonzaga, Bea Alonzo, Angel Locsin, Shaina Magdayao, Enchong Dee",Philippines,"April 16, 2021",2020,TV-MA,116 min,"Children & Family Movies, Comedies, Dramas","When their parents' marriage threatens to crumble, the teenage Salazar siblings plot to reconcile them before their 20th wedding anniversary.",tm971819,MOVIE,"After discovering that their parents' marriage is on the brink of ending, the Salazar siblings scheme to bring them back together in time for their 20th anniversary in a prequel to ""Four Sisters and a Wedding.""",2020,,116,"['comedy', 'drama']",[],,tt11867144,6.2,186.0,,
657,s1032,Movie,Into the Beat,Stefan Westerwelle,"Alexandra Pfeifer, Yalany Marschner, Trystan Pütter, Helen Schneider, Julius Nitschkoff, Dennis Kyere, Ina Geraldine Guy, Katrin Pollitt, Julia Strowski, Anton Wichers",Germany,"April 16, 2021",2020,TV-14,102 min,"Dramas, International Movies, Romantic Movies",A teen ballerina discovers hip-hop by chance and is faced with an impossible choice: Does she follow her parents’ footsteps... or her newfound passion?,tm822596,MOVIE,A ballerina discovers hip-hop by chance and is faced with an impossible choice: Does she pursue her family's legacy or her newfound love.,2020,,102,"['music', 'romance', 'drama', 'european']",['DE'],,tt10662234,5.3,1345.0,7.671,6.4
658,s1034,Movie,Rush,Ron Howard,"Chris Hemsworth, Daniel Brühl, Olivia Wilde, Alexandra Maria Lara, Pierfrancesco Favino, David Calder, Natalie Dormer, Stephen Mangan, Christian McKay, Alistair Petrie","United Kingdom, Germany, United States","April 16, 2021",2013,R,123 min,"Action & Adventure, Dramas, International Movies","In the 1970s, a rivalry propels race car drivers Niki Lauda and James Hunt to fame and glory — until a horrible accident threatens to end it all.",tm176864,MOVIE,A biographical drama centered on the rivalry between Formula 1 drivers James Hunt and Niki Lauda during the 1976 Formula One motor-racing season.,2013,R,123,"['drama', 'action', 'sport', 'european']","['US', 'DE', 'GB']",,tt1979320,8.1,471586.0,29.759,7.7
659,s1035,Movie,Synchronic,"Justin Benson, Aaron Moorhead","Anthony Mackie, Jamie Dornan, Katie Aselton, Ally Ioannides, Ramiz Monsef, Bill Oberst Jr.",United States,"April 16, 2021",2020,R,102 min,Thrillers,Two paramedics begin to question their realities after coming across several bizarre deaths linked to a new narcotic with mind-bending effects.,tm827638,MOVIE,"Two New Orleans paramedics' lives are ripped apart after they encounter a series of horrific deaths linked to a designer drug with bizarre, otherworldly effects.",2019,R,102,"['crime', 'drama', 'horror', 'scifi', 'thriller']",['US'],,tt9016974,6.2,29455.0,13.498,6.3
660,s1036,Movie,The Zookeeper's Wife,Niki Caro,"Jessica Chastain, Johan Heldenbergh, Daniel Brühl, Timothy Radford, Efrat Dor, Iddo Goldberg, Shira Haas, Michael McElhatton, Val Maloku, Goran Kostic","Czech Republic, United Kingdom, United States","April 16, 2021",2017,PG-13,127 min,Dramas,"When the Nazis invade Poland, Warsaw Zoo caretakers work with the underground resistance to save Jews from the horrors of the Third Reich.",tm244175,MOVIE,"The account of keepers of the Warsaw Zoo, Jan and Antonina Zabinski, who helped save hundreds of people and animals during the Nazi invasion.",2017,PG-13,126,"['war', 'drama', 'history']","['CZ', 'GB', 'US']",,tt1730768,7.0,43091.0,23.231,7.4
661,s1040,Movie,Dark City Beneath the Beat,TT The Artist,"Uneek, Mighty Mark, Tsu Terry, TT The Artist",United States,"April 15, 2021",2020,TV-MA,65 min,"Documentaries, Music & Musicals","In this documentary, TT the Artist captures the irrepressible bounce and infectious beats of a Baltimore club scene that demands to be seen and heard.",tm907704,MOVIE,"Dark City Beneath The Beat is an audiovisual experience that defines the soundscape of Baltimore city. Inspired by an all original Baltimore club music soundtrack, the film spotlights local club artists, DJs, dancers, producers, and Baltimore’s budding creative community as they are realizing their life dreams. Rhythmic and raw, these stories illustrate the unique characteristics of the city’s landscape and social climate through music, poetry, and dance. From the city’s social climate to its creative LGBTQ community, Dark City Beneath The Beat showcases Baltimore club music as a positive subculture in a city overshadowed by trauma, drugs, and violence.",2020,,65,"['documentation', 'music']",['US'],,tt11916314,6.6,141.0,2.303,7.0
662,s1044,TV Show,Gilmore Girls,,"Lauren Graham, Alexis Bledel, Scott Patterson, Keiko Agena, Yanic Truesdale, Kelly Bishop, Edward Herrmann, Melissa McCarthy, Sean Gunn, Liza Weil, Liz Torres, Jared Padalecki",United States,"April 15, 2021",2006,TV-14,7 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas","Fiercely independent single mom Lorelai raises gifted, Ivy League-bound daughter Rory amid a continual stream of quick-witted repartee.",ts21567,SHOW,"Set in the charming town of Stars Hollow, Connecticut, the series follows the captivating lives of Lorelai and Rory Gilmore, a mother/daughter pair who have a relationship most people only dream of.",2000,TV-14,46,"['comedy', 'drama']",['US'],8.0,tt0238784,8.2,121462.0,58.578,7.827
663,s1045,TV Show,High-Rise Invasion,,"Haruka Shiraishi, Shiki Aoki, Akira Sekine, Junya Enoki, Yuuichirou Umehara, Megumi Ogata, Shoya Chiba, Makoto Furukawa, Seiro Ogino, Koji Yusa, Chika Anzai, Asami Seto, Shizuka Ito, Juri Kimura, Kaito Ishikawa, Yoko Hikasa, Jun Fukuyama",Japan,"April 15, 2021",2021,TV-MA,1 Season,"Anime Series, International TV Shows, TV Thrillers","High schooler Yuri finds herself atop a skyscraper in a strange world, where she must survive against masked assailants bent on killing their prey.",ts256311,SHOW,"High-school girl Yuri suddenly finds herself on the rooftop of a high-rise building. She's trapped in a bizarre world surrounded by skyscrapers, where a masked man cracked open a man's head with an axe before her eyes. Finding a way to survive this bizarre world, find her beloved brother, and escape becomes her top priority, but she is beset by danger not just from the mysterious Masks, which possess both inhuman strength and cruelty, but other survivors turned cruel or desparate by the insanity of the high-rise world.",2021,TV-MA,26,"['thriller', 'action', 'animation', 'horror', 'scifi']",['JP'],1.0,tt13357164,6.6,2575.0,37.817,8.4
664,s1046,TV Show,Next in Fashion,,"Tan France, Alexa Chung",United States,"April 15, 2021",2020,TV-14,1 Season,Reality TV,"Talented designers from around the world compete for $250,000 and the chance to become the next big thing in fashion.",ts213820,SHOW,"18 budding fashion designers compete for a $250,000 prize and the opportunity to launch a clothing line with Net-a-Porter.",2020,TV-14,50,['reality'],['US'],1.0,tt10394770,7.3,3646.0,4.72,8.0
665,s1047,Movie,Only Mine,Michael Civille,"Amber Midthunder, Brett Zimmerman, Chris Browning, Walter Fauntleroy, Claudia Ferri, Lorenzo James Henrie, Ellen Wroe, Ashley Holliday Tavares, Nancy Linehan Charles, Jonna Walsh",United States,"April 15, 2021",2019,TV-14,88 min,Thrillers,"After dating a charming cop who turns into an obsessive stalker, a small-town girl must save herself from his deadly ways.",tm454096,MOVIE,"Tormented and left for dead by a scorned lover, a woman finds the strength within herself to recover and retaliate against her abuser.",2019,,87,"['drama', 'thriller']",['US'],,tt9271164,4.6,3165.0,14.846,5.3
666,s1049,TV Show,Power Players,,"Kieran Walton, Carlos Salazar, Greg Chun, Jamieson Price, Reba Buhr, Todd Haberkorn, Landon McDonald, Scott Whyte, Paul Haapaniemi","United States, France","April 15, 2021",2020,TV-Y,3 Seasons,Kids' TV,A kid transforms into an action figure-sized superhero and teams with his toys in a fight against a villainous robot to save the world.,ts220552,SHOW,"A young boy who gains the powers to turn from human a living toy must protect his bracelets, which give him his powers, from the hands of evil, toys come to life.",2019,,11,"['comedy', 'fantasy', 'scifi', 'animation', 'action']","['FR', 'US']",1.0,tt10895604,6.0,90.0,1.781,
667,s1050,TV Show,Ricky Zoom,,"Max Fincham, Twinkle Jaiswal, Bradley Bissett, Dylan Naden, Adam Longworth, Ashton Frank, Edward Moloney, Esther Coles, Jess Robinson, Miranda Pointer, Osian Thompson, Simon Lipkin, Richard David-Caine","China, United Kingdom","April 15, 2021",2019,TV-Y,1 Season,"British TV Shows, Kids' TV",Race along with Ricky Zoom and his loyal Bike Buddies as they zip around their two-wheeled town of Wheelford on rescue missions and learn speedy stunts!,ts221174,SHOW,"From Hasbro's Entertainment One comes Ricky Zoom, a CGI preschool series about a red motorbike named Ricky. Along with his bike buddies, Ricky races around the sports track, tries new stunts at the park, and zooms into adventures.",2019,TV-Y,12,"['animation', 'family']",['CN'],2.0,tt10932166,6.3,95.0,1.375,7.2
668,s1051,Movie,Ride or Die,Ryuichi Hiroki,"Kiko Mizuhara, Honami Sato, Yoko Maki, Anne Suzuki, Tetsushi Tanaka, Sara Minami, Yui Uemura, Shinya Niiro, Shunsuke Tanaka, Setsuko Karasuma",Japan,"April 15, 2021",2021,TV-MA,143 min,"Dramas, International Movies, LGBTQ Movies","Rei helps the woman she’s been in love with for years escape her abusive husband. While on the run, their feelings for each other catch fire.",tm1000797,MOVIE,"Rei helps the woman she's been in love with for years escape her abusive husband. While on the run, their feelings for each other catch fire.",2021,R,142,"['thriller', 'romance', 'drama']",['JP'],,tt14164234,5.6,1900.0,79.299,6.5
669,s1052,TV Show,Sonic X,,"Junichi Kanemaru, Sanae Kobayashi, Ryo Hirohashi, Taeko Kawata, Nobutoshi Canna, Koji Yusa, Rumi Ochiai, Sayaka Aoki, Chikao Otsuka",Japan,"April 15, 2021",2003,TV-Y7,2 Seasons,"Anime Series, Kids' TV","A mission gone awry transports Sonic the Hedgehog, his friends, Dr. Eggman and the Chaos Emeralds to another dimension: Earth.",ts32186,SHOW,Sonic and his friends team up with 12 year old Christopher to collect all the Chaos Emeralds and defeat the evil Dr. Eggman.,2003,TV-Y7,21,"['family', 'animation', 'action', 'comedy', 'drama', 'thriller', 'fantasy', 'scifi']",['JP'],3.0,tt0367413,6.2,4709.0,37.945,7.5
670,s1058,TV Show,Dad Stop Embarrassing Me!,,"Jamie Foxx, David Alan Grier, Kyla-Drew, Porscha Coleman, Jonathan Kite, Heather Hemmens, Valente Rodriguez",United States,"April 14, 2021",2021,TV-14,1 Season,TV Comedies,A single dad and cosmetics brand owner figures out fatherhood on the fly when his strong-minded teen daughter moves in with him.,ts273245,SHOW,A single dad and cosmetics brand owner figures out fatherhood on the fly when his strong-minded teen daughter moves in with him.,2021,TV-14,26,"['comedy', 'family']",['US'],1.0,tt13018090,4.1,1882.0,7.369,7.5
671,s1059,TV Show,Fate: The Winx Saga,,"Abigail Cowen, Hannah Van Der Westhuysen, Precious Mustapha, Eliot Salt, Elisha Applebaum, Danny Griffin, Sadie Soverall, Freddie Thorp, Rob James-Collier, Eve Best, Lesley Sharp","Italy, United Kingdom","April 14, 2021",2021,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas","Determined to master their enchanting powers, a group of teens navigate rivalry, romance and supernatural studies at Alfea, a magical boarding school.",ts271888,SHOW,"The coming-of-age journey of five fairies attending Alfea, a magical boarding school in the Otherworld where they must learn to master their powers while navigating love, rivalries, and the monsters that threaten their very existence.",2021,TV-MA,50,"['scifi', 'drama', 'fantasy', 'action']",['US'],2.0,tt8179402,6.8,39519.0,97.114,8.373
672,s1060,TV Show,House of Cards,,"Kevin Spacey, Robin Wright, Kate Mara, Corey Stoll, Sakina Jaffrey, Kristen Connolly, Constance Zimmer, Sebastian Arcelus, Nathan Darrow, Sandrine Holt, Michel Gill, Elizabeth Norment, Mahershala Ali, Reg E. Cathey, Molly Parker, Derek Cecil, Elizabeth Marvel, Kim Dickens, Lars Mikkelsen, Michael Kelly, Joel Kinnaman, Campbell Scott, Patricia Clarkson, Neve Campbell",United States,"April 14, 2021",2018,TV-MA,6 Seasons,"TV Dramas, TV Thrillers","A ruthless politician will stop at nothing to conquer Washington, D.C., in this Emmy and Golden Globe-winning political drama.",ts6,SHOW,"Set in present day Washington, D.C., House of Cards is the story of Frank Underwood, a ruthless and cunning politician, and his wife Claire who will stop at nothing to conquer everything. This wicked political drama penetrates the shadowy world of greed, sex and corruption in modern D.C.",2013,TV-MA,52,['drama'],['US'],6.0,tt1856010,8.7,497650.0,33.936,8.1
673,s1061,TV Show,Indian Matchmaking,,,"United States, India","April 14, 2021",2020,TV-14,1 Season,"Reality TV, Romantic TV Shows","Matchmaker Sima Taparia guides clients in the U.S. and India in the arranged marriage process, offering an inside look at the custom in a modern era.",ts251094,SHOW,"Matchmaker Sima Taparia guides clients in the U.S. and India in the arranged marriage process, offering an inside look at the custom in a modern era.",2020,TV-14,36,"['reality', 'documentation', 'romance']","['US', 'IN']",2.0,tt12580168,6.2,3085.0,3.863,8.8
674,s1062,TV Show,Jeffrey Epstein: Filthy Rich,,,United States,"April 14, 2021",2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",Stories from survivors fuel this docuseries examining how convicted sex offender Jeffrey Epstein used his wealth and power to carry out his abuses.,ts237560,SHOW,Stories from survivors fuel this docuseries examining how convicted sex offender Jeffrey Epstein used his wealth and power to carry out his abuses.,2020,TV-MA,57,"['documentation', 'crime']",['US'],1.0,tt12312250,7.1,23816.0,9.369,7.2
675,s1063,TV Show,Law School,,"Kim Myung-min, Kim Beom, Ryu Hye-young, Lee Jung-eun, Park Hyuk-kwon, An Nae-sang, Chung Won-joong, Lee Su-kyoung, Lee David, Go Youn-jung, Hyunwoo",South Korea,"April 14, 2021",2021,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","When a grim incident occurs at their prestigious school, justice through law is put to a test by a tough law professor and his ambitious students.",ts279953,SHOW,"When a grim incident occurs at their prestigious school, justice through law is put to a test by a tough law professor and his ambitious students.",2021,,65,"['crime', 'drama', 'thriller']",['KR'],1.0,tt13885336,8.0,2161.0,8.117,8.2
676,s1064,TV Show,Living with Yourself,,"Paul Rudd, Aisling Bea, Desmin Borges, Zoë Chao, Karen Pittman",United States,"April 14, 2021",2019,TV-MA,1 Season,"TV Comedies, TV Dramas","Burned out on life, Miles undergoes a strange procedure at a strip mall spa – and wakes to find he's been replaced by a better version of himself.",ts83082,SHOW,"Burned out on life, Miles undergoes a strange procedure at a strip mall spa -- and wakes to find he's been replaced by a better version of himself.",2019,TV-MA,26,"['drama', 'scifi', 'comedy']",['US'],2.0,tt8880894,7.2,30624.0,9.447,6.8
677,s1065,TV Show,Signal,,"Kim Hye-su, Lee Je-hoon, Cho Jin-woong, Jang Hyun-sung, Jeong Hae-gyoon, Kim Won-hae, Jung Han-bi, Lee Yu-jun, Son Hyeon-ju",South Korea,"April 14, 2021",2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows","Communicating via a walkie-talkie that transcends time, a profiler from 2015 and a detective from 1989 join forces to tackle crimes and injustice.",ts42257,SHOW,Detectives from the present and a detective from the past communicate via walkie-talkie to solve a long-time unsolved case.,2016,TV-MA,71,"['crime', 'thriller', 'drama', 'fantasy', 'scifi']",['KR'],2.0,tt5332206,8.5,6659.0,9.477,8.1
678,s1066,TV Show,Slasher,,"Katie McGrath, Brandon Jay McLaren, Steve Byers, Patrick Garrow, Dean McDermott, Christopher Jacot, Wendy Crewson, Leslie Hope, Lovell Adams-Gray, Jim Watson, Paulino Nunes, Ty Olsson, Joanne Vannicola, Sebastian Pigott, Madison Cheeatow, Melinda Shankar, Kaitlyn Leeb, Rebecca Liddiard, Paula Brancati, Salvatore Antonio, Lisa Berry, Gabriel Darku, Erin Karpluk, Mercedes Morris, Ilan Muallem, Baraka Rahmani, Rosie Simon, Robert Cormier",Canada,"April 14, 2021",2019,TV-MA,3 Seasons,"TV Horror, TV Mysteries, TV Thrillers",Rampaging serial killers leave carnage in their wake as their next victims fight to stay alive in this horror anthology series.,ts38718,SHOW,"Thirty years ago, in the sleepy community of Waterbury, a killer known as “The Executioner” murdered Sarah Bennett's parents. Now Sarah and her husband Dylan have returned to town, only to find herself the centerpiece in a series of horrifying murders centered around the seven deadly sins.",2016,TV-MA,46,"['crime', 'drama', 'horror', 'thriller']",['CA'],4.0,tt4667888,6.7,14321.0,33.199,6.6
679,s1067,Movie,The Soul,Cheng Wei-hao,"Chang Chen, Janine Chang, Christopher Lee, Anke Sun, Lin Hui-min, Samuel Ku, Zhang Bojia, Lu Hsueh-feng","China, Taiwan","April 14, 2021",2021,TV-MA,130 min,"Dramas, International Movies, Thrillers","While investigating the death of a businessman, a prosecutor and his wife uncover occult secrets as they face their own life-and-death dilemma.",tm980657,MOVIE,"Wang Shicong, chairman of the famous group, died tragically at home. The prosecutor Liang Wenchao and his wife, Abang, learned during the investigation that the deceased’s long-term partner, Dr. Wan, and his ex-wife’s Son Wang Tianyou, young newlywed wife Li Yan, and even the dead ex-wife, each suspect has an intricate connection. As more clues gradually surfaced, they gradually discovered the rich. The amazing secret hidden behind the murder...",2021,,130,"['scifi', 'thriller', 'drama']","['TW', 'CN']",,tt13598976,6.6,2791.0,5.521,7.2
